CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Reason,Stay Probability,Churn Probability
3094-JOJAI,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387,No,0,,0.5321672061855446,0.4678327938144554
2599-CZABP,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,0,,0.7585655550829355,0.24143444491706448
7945-PRBVF,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No,0,,0.9856135471206869,0.014386452879313014
4544-RXFMG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,0,,0.9057597433099879,0.09424025669001208
0859-YGKFW,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,No,0,,0.9801936497987668,0.01980635020123326
1150-FTQGN,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,No,0,,0.9699793966911278,0.03002060330887228
7196-LIWRH,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,0,,0.9484372858534038,0.05156271414659618
5448-VWNAM,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,0,,0.9227036102520189,0.07729638974798111
1177-XZBJL,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,No,0,,0.9918893273781534,0.008110672621846636
3518-FSTWG,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No,0,,0.9176874096353834,0.08231259036461654
9330-VOFSZ,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,0,,0.8985045084813714,0.10149549151862852
0939-EREMR,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,0,,0.9374823981526909,0.06251760184730913
9389-ACWBI,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0,,0.7777655596282725,0.2222344403717275
3644-QXEHN,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,0,,0.6547276141142929,0.3452723858857071
2911-IJORQ,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,0,,0.8884239570157485,0.11157604298425146
5921-NGYRH,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764,No,0,,0.8676957539014046,0.13230424609859537
5998-DZLYR,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703,No,0,,0.9237307913527428,0.07626920864725713
3985-HOYPM,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.786867,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,0,,0.9564160511723113,0.04358394882768871
9548-LERKT,1,United States,California,Willows,95988,"39.493991, -122.286363",39.493991,-122.286363,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,0,,0.9708326335598161,0.02916736644018386
6576-FBXOJ,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,Male,No,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,0,,0.6692808606345713,0.33071913936542874
4310-KEDTB,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,0,,0.8950662602046929,0.10493373979530708
4062-HBMOS,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,0,,0.5286465433048031,0.47135345669519685
2676-ISHSF,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,0,,0.7917347976013911,0.20826520239860888
9236-NDUCW,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733,-122.109666,Female,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,0,,0.9530307883099959,0.0469692116900041
4753-PADAS,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,0,,0.7785725413058747,0.22142745869412525
6103-QCKFX,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,Female,No,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,0,,0.9834520251004119,0.01654797489958818
7781-EWARA,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.879082,Male,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,0,,0.9859775849590275,0.014022415040972467
7018-FPXHH,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,Male,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,,0.9948503950743189,0.0051496049256810296
0572-ZJKLT,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,Female,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,0,,0.9825126856927866,0.01748731430721341
5135-RDDQL,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,0,,0.9960824674896275,0.003917532510372566
1353-LJWEM,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,Male,No,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0,,0.6493414931651454,0.35065850683485456
1794-SWWKL,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,Male,No,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,0,,0.8662426357088999,0.13375736429110013
6166-YIPFO,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,0,,0.9732808608337464,0.0267191391662536
9332-GYWLO,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0,,0.7912495001161111,0.20875049988388888
4184-VODJZ,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0,,0.9334436818309289,0.06655631816907111
1092-WPIVQ,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,No,0,,0.9867036870281933,0.013296312971806707
7233-IOQNP,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,Female,No,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0,,0.9095696731549112,0.09043032684508875
2834-JKOOW,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,Female,No,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,0,,0.8848533011202101,0.11514669887978991
2400-FEQME,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,0,,0.9981666208413544,0.0018333791586455646
4957-SREEC,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547857,-123.187265,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,0,,0.9991789308751704,0.0008210691248296271
0230-UBYPQ,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,,0.9760655343151589,0.023934465684841196
4923-ADWXJ,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,,0.7797339945100312,0.22026600548996877
1763-KUAAW,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597,Female,Yes,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,0,,0.92996887819337,0.07003112180662996
5195-KPUNQ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,Female,Yes,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,0,,0.907788619475072,0.09221138052492804
3439-GVUSX,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,,0.5227828929892948,0.47721710701070513
5949-HGVJL,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,0,,0.6226587167992252,0.37734128320077476
5203-XEHAX,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709,-121.92063,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,0,,0.9173293004804922,0.08267069951950777
1635-HDGFT,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,Female,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,0,,0.9926940414102686,0.00730595858973136
8050-XGRVL,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,0,,0.9945176573509279,0.005482342649072048
9828-QHFBK,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,0,,0.7578511850821781,0.24214881491782186
3908-MKIMJ,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,Male,Yes,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,0,,0.9741717897013517,0.025828210298648294
5012-YSPJJ,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.082472,-121.195215,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647,No,0,,0.961259608908786,0.03874039109121393
6728-VOIFY,1,United States,California,Palo Cedro,96073,"40.582399, -122.195512",40.582399,-122.195512,Female,No,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,0,,0.770313702784254,0.229686297215746
4891-NLUBA,1,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.815412,Female,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,0,,0.9892135364823523,0.010786463517647685
8969-PRHFK,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,No,0,,0.9384040928024071,0.06159590719759293
0661-KQHNK,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,105.5,No,0,,0.9699500434109589,0.030049956589041124
1427-VERSM,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.617614,-122.512861,Female,No,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,No,0,,0.6304463058852201,0.36955369411477995
9801-NOSHQ,1,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,Male,No,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,No,0,,0.9876003403385543,0.012399659661445687
2159-TURXX,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,No,0,,0.8384277327852997,0.16157226721470028
1548-FEHVL,1,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.380947,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,No,0,,0.6356289577000838,0.3643710422999163
3795-CAWEX,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,No,0,,0.9862718178441044,0.013728182155895502
5647-URDKA,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468877,-120.54229,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,No,0,,0.9855158146833546,0.01448418531664545
2229-DPMBI,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,No,0,,0.9849402099134154,0.015059790086584616
9626-WEQRM,1,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,Female,No,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,0,,0.5491039221027719,0.4508960778972281
2188-SXWVT,1,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,No,0,,0.9483095512230688,0.05169044877693119
6258-PVZWJ,1,United States,California,Clio,96106,"39.745805, -120.580882",39.745805,-120.580882,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,No,0,,0.9769979140053765,0.02300208599462353
1094-BKOSX,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,Female,No,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,No,0,,0.9789785812084614,0.02102141879153858
2978-XXSOG,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,0,,0.7960652416324764,0.20393475836752362
2342-CKIAO,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.150381,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,0,,0.7932593089315044,0.20674069106849557
6953-PBDIN,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.932207,-120.135941,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0,,0.982490004798453,0.01750999520154699
3898-BSJYF,1,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,0,,0.9626965696039378,0.037303430396062244
3938-YFPXD,1,United States,California,Janesville,96114,"40.294034, -120.512622",40.294034,-120.512622,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,0,,0.9893214956984759,0.010678504301524021
7696-AMHOD,1,United States,California,Lake City,96115,"41.729079, -120.225025",41.729079,-120.225025,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,0,,0.9783930186020917,0.02160698139790823
2453-SAFNS,1,United States,California,Likely,96116,"41.266008, -120.490731",41.266008,-120.490731,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,0,,0.9460733690423017,0.05392663095769837
9558-IHEZX,1,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,0,,0.9486948049382925,0.051305195061707484
9617-UDPEU,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471,-120.226338,Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,412.55,No,0,,0.9240960404478262,0.0759039595521738
6340-DACFT,1,United States,California,Madeline,96119,"41.042003, -120.506086",41.042003,-120.506086,Female,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,No,0,,0.997920261632908,0.00207973836709201
4955-VCWBI,1,United States,California,Markleeville,96120,"38.735789, -119.85798",38.735789,-119.85798,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,No,0,,0.9932845017411578,0.006715498258842232
6813-GZQCG,1,United States,California,Milford,96121,"40.181279, -120.392967",40.181279,-120.392967,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,No,0,,0.9946902117347086,0.0053097882652914236
7426-GSWPO,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,0,,0.756220121367331,0.24377987863266898
3389-KTRXV,1,United States,California,Ravendale,96123,"40.845738, -120.322219",40.845738,-120.322219,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,No,0,,0.9892157503390047,0.01078424966099535
3118-UHVVQ,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,Female,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,No,0,,0.9943482785227306,0.005651721477269463
3205-MXZRA,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507,No,0,,0.9156285322465912,0.08437146775340876
8317-BVKSO,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,No,0,,0.7721507954274383,0.22784920457256172
5702-KVQRD,1,United States,California,Topaz,96133,"38.636052, -119.489162",38.636052,-119.489162,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No,0,,0.9766935660206016,0.02330643397939835
0083-PIVIK,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.813521,-121.492666,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,0,,0.9632766511152318,0.03672334888476825
6169-PGNCD,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No,0,,0.985812335725898,0.014187664274101992
4909-JOUPP,1,United States,California,Tahoma,96142,"39.061227, -120.179546",39.061227,-120.179546,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,0,,0.9469786172251,0.05302138277489999
4657-FWVFY,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,0,,0.8188307896040092,0.18116921039599074
2257-BOVXD,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.178337,-120.162806,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,0,,0.5785647373795768,0.42143526262042313
7729-JTEEC,1,United States,California,Olympic Valley,96146,"39.191797, -120.212401",39.191797,-120.212401,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,No,0,,0.7437126959382421,0.256287304061758
8690-UPCZI,1,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,0,,0.972894683906971,0.027105316093029075
9770-LXDBK,1,United States,California,Los Angeles,90006,"34.048013, -118.293953",34.048013,-118.293953,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,No,0,,0.8003919118445206,0.1996080881554793
4086-WITJG,1,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,No,0,,0.999237201794891,0.0007627982051090962
8344-WFMFH,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,No,0,,0.8417252097382873,0.15827479026171262
8822-KNBHV,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No,0,,0.9082054756371163,0.09179452436288367
8404-FYDIB,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No,0,,0.6473177262566268,0.3526822737433732
2791-SFVEW,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,0,,0.8374634701113564,0.1625365298886437
